index	story_id	firm	title	link	published	snippet	source	firm_in_title	query_string
0	1954734786434129535	Alliance Trust Savings Limited	Alliance Trust PLC - Transaction in Own Shares	https://uk.sports.yahoo.com/news/alliance-trust-plc-transaction-own-060000561.html&ct=ga&cd=CAIyHjMyODU4OTZkODM5NmZmZTU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNHWbkutrPOL80XWsDcwNqNaW-e7CA	2021-07-20T06:03:45Z	The Board of Alliance Trust PLC (&quot;the Company&quot;) announces that on 19 July 2021 the Company purchased for cancellation 50,000 ordinary shares of&nbsp;...	uk.sports.yahoo.com	1.0	"""alliance trust"""
0	12864464468331165411	AIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) Plc	Global Consumer Banking Service Market Growth, Trends and Forecast 2021 to 2026 – Allied Irish ...	https://manometcurrent.com/global-consumer-banking-service-market-growth-trends-and-forecast-2021-to-2026-allied-irish-bank-uk-aldermore-bank-bank-of-ireland-uk-close-brothers/&ct=ga&cd=CAIyHDA4ZGNiZmI3ODJlNWM4ZTI6Y28udWs6ZW46VVM&usg=AFQjCNEB2cWMtZcG2RLz4o4MffYFuC0pSQ	2021-07-20T14:59:47Z	Allied Irish Bank (UK); Aldermore Bank; Bank Of Ireland UK; Close Brothers; The Co-Operative Bank; Cybg (Clydesdale And Yorkshire Banks); First&nbsp;...	manometcurrent.com	1.0	"""allied irish"" OR AIB"
1	12724902838836485689	AIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) Plc	AIB : Irish consumers make lifestyle changes now to reduce C02 emissions as 42% say they are ...	https://www.marketscreener.com/quote/stock/AIB-GROUP-PLC-39040632/news/AIB-Irish-consumers-make-lifestyle-changes-now-to-reduce-C02-emissions-as-42-say-they-are-feeling-35901673/&ct=ga&cd=CAIyHDA4ZGNiZmI3ODJlNWM4ZTI6Y28udWs6ZW46VVM&usg=AFQjCNGVlXUDLcjzu9w0Qnl9THKxGnoYrA	2021-07-20T14:37:30Z	AIB GROUP PLC. A5G. Real-time Quote. Real-time - 07/20 10&nbsp;...	marketscreener.com	1.0	"""allied irish"" OR AIB"
2	11175560510257591163	AIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) Plc	Video: Near-record temperatures, pharmacies hit 100000 jabs, indoor dining talks	https://www.breakingnews.ie/video-news/live-near-record-temperatures-pharmacies-hit-100000-jabs-indoor-dining-talks-1160495.html&ct=ga&cd=CAIyHDA4ZGNiZmI3ODJlNWM4ZTI6Y28udWs6ZW46VVM&usg=AFQjCNFl4OkhEycALMQpAtjFqVoPC9RX_g	2021-07-20T11:48:45Z	Cork road collision &middot; Day of mourning &middot; Warm week ahead &middot; Pharmacies reach 100,000 jabs &middot; Rogue restaurants &middot; Covid cert helpline &middot; AIB closures &middot; Read&nbsp;...	breakingnews.ie	0.0	"""allied irish"" OR AIB"
3	9769866652893849762	AIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) PlcAIB Group (UK) Plc	Work began yesterday on the construction of a new €22 million residential care unit in Tuam	https://www.midwestradio.ie/index.php/news/49492-work-began-yesterday-on-the-construction-of-a-new-22-million-residential-care-unit-in-tuam&ct=ga&cd=CAIyHDA4ZGNiZmI3ODJlNWM4ZTI6Y28udWs6ZW46VVM&usg=AFQjCNHEaH2CD9pcB7be9yXqBDZVRkz9cw	2021-07-20T08:28:12Z	The AIB branch on Newcastle Road in Galway is closing in December, and it services will be merged with Lynch&#39;s Castle in the city. The vast majority of&nbsp;...	midwestradio.ie	0.0	"""allied irish"" OR AIB"
0	7892244397376597551	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Local dance team raises money after being scammed out of thousands of dollars	https://www.wric.com/news/local-news/local-dance-team-raises-money-after-being-scammed-out-of-thousands-of-dollars/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNEmLfvSvZIiE0p7be3Cs5Nl0nwWxQ	2021-07-21T04:41:15Z	Jones received emails sent from a fake Bank of America domain and a confirmation of transaction email from Chase, a bank she doesn&#39;t have an&nbsp;...	wric.com	0.0	"""bank of america"""
1	11041007550878409823	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	As China&#39;s debt risks grow, here are 3 warning signs to watch	https://www.cnbc.com/2021/07/21/as-china-debt-risks-grow-here-are-3-warning-signs-to-watch.html&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNH2p0GFgmiKs9ylrsQIFgJ7zMDrhw	2021-07-21T02:48:45Z	For investment-grade bonds in China, a major factor for future performance is how the case of Huarong Asset Management is resolved, Bank of America&nbsp;...	cnbc.com	0.0	"""bank of america"""
2	2648502979738891645	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	E-commerce firm Bukalapak prices Indonesia&#39;s biggest IPO at top end - sources	https://www.reuters.com/technology/bukalapak-raises-15-bln-indonesias-biggest-ipo-sources-2021-07-21/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNFn6igPM-mBrKhfbWffpYZYxuudMw	2021-07-21T02:41:50Z	Bank of America and UBS are the joint global coordinators and bookrunners with Mandiri. Reporting by Anshuman Daga and Scott Murdoch; Editing&nbsp;...	reuters.com	0.0	"""bank of america"""
3	682954181835696675	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	BofA Hit With Suit Over Frozen Calif. Unemployment Benefits	https://www.law360.com/classaction/articles/1404912/bofa-hit-with-suit-over-frozen-calif-unemployment-benefits&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNHAmz-yUvV8yw2Qwb0WJyHmE553PA	2021-07-21T00:33:45Z	According to the complaint, Bank of America was hacked in 2020 due to &quot;lax security breaches&quot; and improperly responded afterward. &quot;BOA chose to&nbsp;...	law360.com	0.0	"""bank of america"""
4	13523080473001741456	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Google&#39;s new Gmail security feature could save you from phishing attacks	https://bgr.com/tech/googles-new-gmail-security-feature-could-save-you-from-phishing-attacks/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNGyY8diAOViGD41DmtwuBs-QnzHAA	2021-07-21T00:11:15Z	“Bank of America has a wide range of security measures in place to support our customers, and we constantly evolve our program to deliver best in&nbsp;...	bgr.com	0.0	"""bank of america"""
5	6546119497744497820	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Bank of America grant to help create paid internships	https://thebusinessjournal.com/bank-of-america-grant-to-help-create-paid-internships/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNE8TVGBGYQXME1BXQM2GN3hiV6HOg	2021-07-20T23:03:45Z	Central Valley young adults will have a shot at higher paying jobs through paid training after Bank of America invested $300,000 into Career Nexus&nbsp;...	thebusinessjournal.com	1.0	"""bank of america"""
6	2995254014033696676	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Credit Suisse Exodus in Full Swing as More Senior Bankers Leave	https://www.bloomberg.com/news/articles/2021-07-20/credit-suisse-exodus-in-full-swing-as-more-senior-bankers-leave&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNGAq96ctUi6WfOETY3borMRjS1BAQ	2021-07-20T22:41:15Z	And managing director William Young, who covered industrials, is joining Bank of America Corp. All the moves are according to people familiar with&nbsp;...	bloomberg.com	0.0	"""bank of america"""
7	3291679014730504192	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Police: More Card Skimming Devices Found At Bank Of America ATMs In Thousand Oaks	https://losangeles.cbslocal.com/2021/07/20/police-more-card-skimming-devices-found-bank-of-america-atms-thousand-oaks/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNFTtG7Pv-9rSXl9CwTKz0wPrz8t7g	2021-07-20T22:18:45Z	... than half a dozen Bank of America branches in Thousand Oaks, some of them multiple times, according to the Ventura County Sheriff&#39;s Department.	losangeles.cbslocal.com	1.0	"""bank of america"""
8	10541057754719127308	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	M+D Properties to Sell Mixed-Use Entertainment Center	https://labusinessjournal.com/news/2021/jul/20/md-properties-sell-mixed-use-entertainment-center/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNEPzGgzAn-qLKn-d1fms7JQSE24zQ	2021-07-20T21:56:15Z	The principal balance on the loan, initially made with Bank of America, is about $16.4 million. The mortgage now is tied to a larger CMBS loan; Wells&nbsp;...	labusinessjournal.com	0.0	"""bank of america"""
9	17360154796914546784	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Form 424B2 BANK OF AMERICA CORP	https://www.streetinsider.com/SEC%2BFilings/Form%2B424B2%2BBANK%2BOF%2BAMERICA%2BCORP/18699817.html&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNEt7e_Uq7V_aTh8MsrOoTpZrqAabw	2021-07-20T21:11:15Z	The notes are senior unsecured debt securities issued by Bank of America Corporation (“BAC”). All payments and the return of the principal amount on&nbsp;...	streetinsider.com	1.0	"""bank of america"""
10	8422825286235243675	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	First Republic Bank stock rises Tuesday, outperforms market	https://www.marketwatch.com/story/first-republic-bank-stock-rises-tuesday-outperforms-market-01626814495-cdebff611095&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNFRCLMCY_7y3yjqEy9QgE-hU-NVgA	2021-07-20T20:48:45Z	... achieved on July 14th. The stock demonstrated a mixed performance when compared to some of its competitors Tuesday, as Bank of America Corp.	marketwatch.com	0.0	"""bank of america"""
11	3375811363720174464	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Global EV battery industry will be &#39;sold out&#39; by 2025: BofA	https://finance.yahoo.com/news/global-ev-battery-industry-will-be-sold-out-by-2025-bof-a-201302540.html&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNFzo8SOV8EhmQNHit1P8X3lEiaw_w	2021-07-20T20:13:33Z	According to a Bank of America Global Research (BAC) report, there is a looming threat of the global battery supply for electric vehicles (EVs) running&nbsp;...	finance.yahoo.com	0.0	"""bank of america"""
12	9018858384124308969	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Bank of America Is Clearing Crypto ETPs for Hedge Funds in Europe: Sources	https://finance.yahoo.com/news/bank-america-clearing-crypto-etps-195407744.html&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNEwqF1Rds7YrxTMfHvN0ZCOXgVVvQ	2021-07-20T19:52:30Z	Bank of America&#39;s prime brokerage unit has started the clearing and settlement of cryptocurrency exchange-traded products (ETPs) for hedge funds in&nbsp;...	finance.yahoo.com	1.0	"""bank of america"""
13	5524470963184086366	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Bank of America announces Inland Empire 2021 Student Leaders	https://iecn.com/bank-of-america-announces-inland%25E2%2580%2588empire-2021-student-leaders/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNG5Br3Eq7L-FrzZ3e7PrMn75QR7yA	2021-07-20T19:52:30Z	Photo Bank of America: The four Inland Empire high school juniors and seniors that have been selected as Student Leaders are (L-R) Diego Martinez -&nbsp;...	iecn.com	1.0	"""bank of america"""
14	2997025908881763282	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Deutsche Bank raising amount paid to junior bankers - source	https://finance.yahoo.com/news/deutsche-bank-raising-amount-paid-194256179.html&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNFcke0JVTqkKuva4kpCcKq6FhdQ6g	2021-07-20T19:41:15Z	The four largest U.S. consumer banks - Wells Fargo &amp; Co , Bank of America Corp, Citigroup Inc and JPMorgan Chase &amp; Co - posted blockbuster&nbsp;...	finance.yahoo.com	0.0	"""bank of america"""
15	68173769583597566	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Dabo Swinney is a Derion Kendrick fan, for 11 games at least	https://www.newsobserver.com/sports/college/acc/article252879963.html&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNE1dP9E6sx86Q9B0ij34S0qhFFrjg	2021-07-20T19:07:30Z	4 at Bank of America Stadium in Charlotte. Brian Blanco AP. Clemson. Former Clemson cornerback Derion Kendrick had one final message for the&nbsp;...	newsobserver.com	0.0	"""bank of america"""
16	18194687473360538374	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	US states ending federal unemployment benefit saw no clear job gains	https://www.reuters.com/world/us/us-states-ending-federal-unemployment-benefit-saw-no-clear-job-gains-2021-07-20/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNEdVcSksvrFsuuigJ9q8ILD0CNfYw	2021-07-20T18:33:45Z	So far, Bank of America economists wrote last week, the experiences in states ending benefits early &quot;suggest more generous benefits did not have a&nbsp;...	reuters.com	0.0	"""bank of america"""
17	4258552960813693899	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	What&#39;s Going On With Bank Of America Shares Today?	https://www.benzinga.com/trading-ideas/long-ideas/21/07/22067828/whats-going-on-with-bank-of-america-shares-today&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNF7dG7h0hGfIvohmQTuyRnYnNPduw	2021-07-20T18:07:18Z	Shares of several companies in the broader financial space, including Bank of America Corp (NYSE:BAC), are trading higher as the market rebounds&nbsp;...	benzinga.com	1.0	"""bank of america"""
18	1785813986705262721	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Bank Data Sees Conditions Returning to Normal. What Can CUs Expect?	https://www.cutimes.com/2021/07/20/bank-data-sees-conditions-returning-to-normal-what-can-cus-expect/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNFb1atArFnfzSKaCGgTCxPjoThsww	2021-07-20T17:52:33Z	Retail mortgage originations in the three months that ended June 30 were $109.1 billion for Bank of America of Charlotte, N.C., JPMorgan Chase of&nbsp;...	cutimes.com	0.0	"""bank of america"""
19	13625300331264967370	Bank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of AmericaBank of America	Bank of America to present $250000 check to Augusta University	https://jagwire.augusta.edu/bank-of-america-to-present-250000-check-to-augusta-university/&ct=ga&cd=CAIyHDcxOWUxYjE1YTc5ODlmNGQ6Y28udWs6ZW46VVM&usg=AFQjCNF5OKUcYhthzVGLcYINlj20z0Obig	2021-07-20T17:48:45Z	The Bank of America gift supports institutions and initiatives that “anchor” the local community and enable economic mobility, workforce development&nbsp;...	jagwire.augusta.edu	1.0	"""bank of america"""
0	10456722201377474910	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	Bank of England Andrew Bailey concedes shortcomings in diversity	https://www.cityam.com/bank-of-england-andrew-bailey-concedes-shortcomings-in-diversity/&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNHGtv35jzeEUrj7KsZi_FJjARG91A	2021-07-21T11:37:30Z	... to address systemic racial inequality after a review found “material disparities” persist at the Bank of England. Staff from ethnic minority backgrounds&nbsp;...	cityam.com	1.0	"""bank of england"""
1	3250650525733334315	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	Rishi Sunak has been brilliant -- it&#39;s a shame he hates why	https://uk.finance.yahoo.com/news/rishi-sunak-brilliant-shame-hates-111301872.html&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNGGBTv1lY6IqiwpWgr13G7U4MTLeQ	2021-07-21T11:03:45Z	(Some of those interest payments on debt go back to the Bank of England of course, but we will leave that for now.) Perhaps we should ask why&nbsp;...	uk.finance.yahoo.com	0.0	"""bank of england"""
2	6300576383072108752	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	How to tackle the lack of diversity in the world of financial services	https://ifamagazine.com/article/how-to-tackle-the-lack-of-diversity-in-the-world-of-financial-services/&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNFXHWARa8gxeQlKCL6CN5m8v485FQ	2021-07-21T09:53:04Z	... when the Prudential Regulation Authority, Financial Conduct Authority and Bank of England announced they would be delivering a jointly authored&nbsp;...	ifamagazine.com	0.0	"""bank of england"""
3	16635759495758073965	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	Bank buffers not working as intended in crisis, says BoE&#39;s Saporta	https://uk.finance.yahoo.com/news/bank-buffers-not-working-intended-094754094.html&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNG4uh1XYEMpbxvfW4j1DAlLzx21xg	2021-07-21T09:45:00Z	... about dipping into their capital buffers to keep on lending during last year&#39;s COVID-related market turmoil, the Bank of England said on Wednesday.	uk.finance.yahoo.com	1.0	"""bank of england"""
4	15850730564862857187	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	UK: Why we don&#39;t expect a more hawkish Bank of England next month	https://think.ing.com/articles/uk-why-we-dont-expect-a-more-hawkish-bank-of-england-next-month/&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNH2mS8JtWYYjP60p8JJrWLOuzLxlA	2021-07-21T08:26:15Z	We&#39;ve had some noticeably hawkish comments from Bank of England officials over the past few weeks. But with Covid-19 presenting a more uncertain&nbsp;...	think.ing.com	1.0	"""bank of england"""
5	8558679902759566329	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	Bridgepoint shares soar in £2.9 billion London listing	https://uk.sports.yahoo.com/news/bridgepoint-shares-soar-2-9-074654005.html&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNEDdHlXfI5BJwH7YvMDv7yp_wexnQ	2021-07-21T07:41:15Z	Bank of England Governor Andrew Bailey last week sent out a warning shot over the spate of private equity deals, saying that highly leveraged firms&nbsp;...	uk.sports.yahoo.com	0.0	"""bank of england"""
6	3022860806406528655	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	Financial illiteracy among Gen Z worryingly low	https://uk.finance.yahoo.com/news/financial-illiteracy-among-gen-z-060000389.html&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNHhLumXKp2bnoC7XfAcwnA96_3-2g	2021-07-21T06:56:15Z	But just as the latest Citizens Advice campaign gathers pace on TikTok and the Scouts launch a money matters badge, so the Bank of England has&nbsp;...	uk.finance.yahoo.com	0.0	"""bank of england"""
7	16651870452160204406	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	First sub-1% five-year mortgage launches	https://www.ftadviser.com/mortgages/2021/07/21/first-sub-1-five-year-mortgage-launches/&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNFsycqTJZhAP6WG0q4jsd1t-O3Gdg	2021-07-21T06:45:00Z	“Lenders are borrowing at 0.1 per cent, the Bank of England base rate, plus overheads, they&#39;re still making money on these supremely cheap rates.”.	ftadviser.com	0.0	"""bank of england"""
8	11688000116208845963	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	Covid: Government borrowing falls in June	https://www.cityam.com/covid-government-borrowing-falls-in-june/&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNFdI8c3yLSMmS2ErGkNIDWeZw5NOA	2021-07-21T06:23:04Z	Latest figures from the ONS show inflation jumped 2.5 per cent annually in June, higher than the Bank of England&#39;s target. Impact on autumn budget.	cityam.com	0.0	"""bank of england"""
9	7990746745429998673	Bank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of EnglandBank of England	UK public borrowing falls to 22.8 billion pounds in June	https://uk.investing.com/news/economic-indicators/uk-public-borrowing-falls-to-228-billion-pounds-in-june-2421247&ct=ga&cd=CAIyHmE0Mjg3YTU0MTVhODYxMGU6Y28udWs6ZW46R0I6Ug&usg=AFQjCNHI2l1Xv2hR9ZDG6QP5_I9UhahacA	2021-07-21T06:11:15Z	Reuters. FILE PHOTO: Workers emerge from Bank underground station with the Bank of England (L) and Royal Exchange building (R) seen in the City&nbsp;...	uk.investing.com	0.0	"""bank of england"""
